operation_uid,api_name,method,path,operation_id,summary,description,parameters_count,has_request_body,response_codes,source_file
sendgrid_GET_marketing_contacts_exports_id,sendgrid,GET,/marketing/contacts/exports/{id},GET_mc-contacts-exports-id,Export Contacts Status,"**This endpoint can be used to check the status of a contact export job**. 

To use this call, you will need the `id` from the ""Export Contacts"" call.

If you would like to download a list, take the `id` that is returned from the ""Export Contacts"" endpoint and make an API request here to get the `urls`. Once you have the list of URLs, make a `GET` request on each URL to download your CSV file(s).

Twilio SendGrid recommends exporting your contacts regularly as a backup to avoid issues or lost data.",0,False,200|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_PUT_marketing_contacts_imports,sendgrid,PUT,/marketing/contacts/imports,PUT_mc-contacts-imports,Import Contacts,"**This endpoint allows a CSV upload containing up to one million contacts or 5GB of data, whichever is smaller.**

Imports take place asynchronously: the endpoint returns a URL (`upload_uri`) and HTTP headers (`upload_headers`) which can subsequently be used to `PUT` a file of contacts to be  imported into our system.

Uploaded CSV files may also be [gzip-compressed](https://en.wikipedia.org/wiki/Gzip).

In either case, you must include the field `file_type` with the value `csv` in your request body.

The `field_mappings` paramter is a respective list of field definition IDs to map the uploaded CSV columns to. It allows you to use CSVs where one or more columns are skipped (`null`) or remapped to the contact field. 

For example, if `field_mappings` is set to `[null, ""w1"", ""_rf1""]`, this means skip column 0, map column 1 to the custom field with the ID `w1`, and map column 2 to the reserved field with the ID `_rf1`. See the ""Get All Field Definitions"" endpoint to fetch your custom and reserved field IDs to use with `field_mappings`.

Once you recieve the response body you can then initiate a **second** API call where you use the supplied URL and HTTP header to upload your file. For example:

`curl --upload-file ""file/path.csv"" ""URL_GIVEN"" -H 'HEADER_GIVEN'`

If you'd like to monitor the status of your import job, use the `job_id` and the ""Import Contacts Status"" endpoint.
Twilio SendGrid recommends exporting your contacts regularly as a backup to avoid issues or lost data.",0,True,200|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_contacts_imports_id,sendgrid,GET,/marketing/contacts/imports/{id},GET_marketing-contacts-imports-id,Import Contacts Status,"**This endpoint can be used to check the status of a contact import job**. 

Use the `job_id` from the ""Import Contacts,"" ""Add or Update a Contact,"" or ""Delete Contacts"" endpoints as the `id` in the path parameter.

If there is an error with your `PUT` request, download the `errors_url` file and open it to view more details.

The job `status` field indicates whether the job is `pending`, `completed`, `errored`, or `failed`. 

Pending means not started. Completed means finished without any errors. Errored means finished with some errors. Failed means finshed with all errors, or the job was entirely unprocessable: for example, if you attempt to import file format we do not support.

The `results` object will have fields depending on the job type.

Twilio SendGrid recommends exporting your contacts regularly as a backup to avoid issues or lost data.",0,False,200|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_marketing_contacts_search,sendgrid,POST,/marketing/contacts/search,POST_mc-contacts-search,Search Contacts,"**Use this endpoint to locate contacts**.

The request body's `query` field accepts valid [SGQL](https://sendgrid.com/docs/for-developers/sending-email/segmentation-query-language/) for searching for a contact.

Because contact emails are stored in lower case, using SGQL to search by email address requires the provided email address to be in lower case. The SGQL `lower()` function can be used for this.

Only the first 50 contacts that meet the search criteria will be returned.

If the query takes longer than 20 seconds, a `408 Request Timeout` status will be returned.

Formatting the `created_at` and `updated_at` values as Unix timestamps is deprecated. Instead they are returned as ISO format as string.
Twilio SendGrid recommends exporting your contacts regularly as a backup to avoid issues or lost data.",0,True,200|400|401|403|404|408|500,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_marketing_contacts_search_emails,sendgrid,POST,/marketing/contacts/search/emails,POST_marketing-contacts-search-emails,Get Contacts by Emails,"**This endpoint allows you to retrieve up to 100 contacts matching the searched `email` address(es), including any `alternate_emails`.** 

Email addresses are unique to a contact, meaning this endpoint can treat an email address as a primary key to search by. The contact object associated with the address, whether it is their `email` or one of their `alternate_emails` will be returned if matched.

Email addresses in the search request do not need to match the case in which they're stored, but the email addresses in the result will be all lower case. Empty strings are excluded from the search and will not be returned.

This endpoint should be used in place of the ""Search Contacts"" endpoint when you can provide exact email addresses and do not need to include other [Segmentation Query Language (SGQL)](https://sendgrid.com/docs/for-developers/sending-email/segmentation-query-language/) filters when searching.

If you need to access a large percentage of your contacts, we recommend exporting your contacts with the ""Export Contacts"" endpoint and filtering the results client side.

This endpoint returns a `200` status code when any contacts match the address(es) you supplied. When searching multiple addresses in a single request, it is possible that some addresses will match a contact while others will not. When a partially successful search like this is made, the matching contacts are returned in an object and an error message is returned for the email address(es) that are not found. 

This endpoint returns a `404` status code when no contacts are found for the provided email address(es).

A `400` status code is returned if any searched addresses are invalid.

Twilio SendGrid recommends exporting your contacts regularly as a backup to avoid issues or lost data.",0,True,200|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_contacts_id,sendgrid,GET,/marketing/contacts/{id},GET_mc-contacts-id,Get a Contact by ID,"**This endpoint returns the full details and all fields for the specified contact**.

The ""Get Contacts by Emails"" endpoint can be used to get the ID of a contact.

Twilio SendGrid recommends exporting your contacts regularly as a backup to avoid issues or lost data.",0,False,200|401|403|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_field_definitions,sendgrid,GET,/marketing/field_definitions,GET_mc-field_definitions,Get All Field Definitions,**This endpoint retrieves all defined Custom Fields and Reserved Fields.**,0,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_marketing_field_definitions,sendgrid,POST,/marketing/field_definitions,POST_mc-field_definitions,Create Custom Field Definition,"**This endpoint creates a new custom field definition.**

Custom field definitions are created with the given `name` and `field_type`. Although field names are stored in a case-sensitive manner, all field names must be case-insensitively unique. This means you may create a field named `CamelCase` or `camelcase`, but not both. Additionally, a Custom Field name cannot collide with any Reserved Field names. You should save the returned `id` value in order to update or delete the field at a later date. You can have up to 120 custom fields.

The custom field name should be created using only alphanumeric characters (A-Z and 0-9) and underscores (\_). Custom fields can only begin with letters  A-Z or underscores (_). The field type can be date, text, or number fields. The field type is important for creating segments from your contact database.

**Note: Creating a custom field that begins with a number will cause issues with sending in Marketing Campaigns.**",0,True,200|400,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_marketing_field_definitions_custom_field_id,sendgrid,DELETE,/marketing/field_definitions/{custom_field_id},DELETE_mc-field_definitions-custom_field_id,Delete Custom Field Definition,"**This endpoint deletes a defined Custom Field.**

You cand delete only Custom Fields; Reserved Fields cannot be deleted.",0,False,204|404,datasets\openapi\sendgrid\openapi.json
sendgrid_PATCH_marketing_field_definitions_custom_field_id,sendgrid,PATCH,/marketing/field_definitions/{custom_field_id},PATCH_mc-field_definitions-custom_field_id,Update Custom Field Definition,"**This endopoint allows you to update a defined Custom Field.**

Only your Custom fields can be modified; Reserved Fields cannot be updated.",0,True,200|400|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_lists,sendgrid,GET,/marketing/lists,GET_mc-lists,Get All Lists,**This endpoint returns an array of all of your contact lists.**,2,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_marketing_lists,sendgrid,POST,/marketing/lists,POST_mc-lists,Create List,"**This endpoint creates a new contacts list.**

Once you create a list, you can use the UI to [trigger an automation](https://sendgrid.com/docs/ui/sending-email/getting-started-with-automation/#create-an-automation) every time you add a new contact to the list.

A link to the newly created object is in `_metadata`.",0,True,200|400,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_marketing_lists_id,sendgrid,DELETE,/marketing/lists/{id},DELETE_lists-id,Delete a list,"**This endpoint allows you to deletes a specific list.**

Optionally, you can also delete contacts associated to the list. The query parameter, `delete_contacts=true`, will delete the list and start an asynchronous job to delete associated contacts.",1,False,200|204|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_lists_id,sendgrid,GET,/marketing/lists/{id},GET_mc-lists-id,Get a List by ID,"**This endpoint returns data about a specific list.**

Setting the optional parameter `contact_sample=true` returns the `contact_sample` in the response body. Up to fifty of the most recent contacts uploaded or attached to a list will be returned, sorted alphabetically, by email address.

The full contact count is also returned.",1,False,200|404,datasets\openapi\sendgrid\openapi.json
sendgrid_PATCH_marketing_lists_id,sendgrid,PATCH,/marketing/lists/{id},PATCH_mc-lists-id,Update List,**This endpoint updates the name of a list.**,0,True,200|400|404,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_marketing_lists_id_contacts,sendgrid,DELETE,/marketing/lists/{id}/contacts,DELETE_mc-lists-id-contacts,Remove Contacts from a List,"**This endpoint allows you to remove contacts from a given list.**

The contacts will not be deleted. Only their list membership will be changed.",1,False,202|400|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_lists_id_contacts_count,sendgrid,GET,/marketing/lists/{id}/contacts/count,GET_mc-lists-id-contacts-count,Get List Contact Count,**This endpoint returns the number of contacts on a specific list.**,0,False,200|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_segments,sendgrid,GET,/marketing/segments,GET_marketing-segments,Get List of Segments,"**This endpoint allows you to retrieve a list of segments.**

The query param `parent_list_ids` is treated as a filter.  Any match will be returned.  0 matches will return a response code of 200 with an empty `results` array.

`parent_list_ids` | `no_parent_list_id` | `result`
-----------------:|:--------------------:|:-------------
empty | false | all segments
values | false | segments filtered by list_ids
values | true | segments filtered by list_ids and segments with no parent list_ids
empty | true | segments with no parent list_ids",2,False,200|401|403|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_marketing_segments,sendgrid,POST,/marketing/segments,POST_marketing-segments,Create Segment,**This endpoint allows you to create a segment.**,0,True,201|401|403|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_segments_2.0,sendgrid,GET,/marketing/segments/2.0,GET_segments,Get List of Segments,"**The Segmentation V2 API is currently in private beta. If you'd like to be added to the beta, please fill out this [form]({https://docs.google.com/forms/d/e/1FAIpQLSd5zwC9dRk8lAp1oTWjdGc-aSY69flW_7wnutvKBhpUluSnfQ/viewform)**

The query param `parent_list_ids` is treated as a filter.  Any match will be returned.  0 matches will return a response code of 200 with an empty `results` array.

`parent_list_ids` | `no_parent_list_id` | `result`
-----------------:|:--------------------:|:-------------
empty | false | all segments
values | false | segments filtered by list_ids
values | true | segments filtered by list_ids and segments with no parent list_ids
empty | true | segments with no parent list_ids",2,False,200|400|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_marketing_segments_2.0,sendgrid,POST,/marketing/segments/2.0,POST_segments,Create Segment,"**The Segmentation V2 API is currently in private beta. If you'd like to be added to the beta, please fill out this [form]({https://docs.google.com/forms/d/e/1FAIpQLSd5zwC9dRk8lAp1oTWjdGc-aSY69flW_7wnutvKBhpUluSnfQ/viewform)**

Segment `name` has to be unique. A user can not create a new segment with an existing segment name.",0,True,201|400|404|429|500,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_marketing_segments_2.0_segment_id,sendgrid,DELETE,/marketing/segments/2.0/{segment_id},DELETE_segments-segment_id,Delete segment,"**The Segmentation V2 API is currently in private beta. If you'd like to be added to the beta, please fill out this [form]({https://docs.google.com/forms/d/e/1FAIpQLSd5zwC9dRk8lAp1oTWjdGc-aSY69flW_7wnutvKBhpUluSnfQ/viewform)**",0,False,202|400|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_segments_2.0_segment_id,sendgrid,GET,/marketing/segments/2.0/{segment_id},GET_segments-segment_id,Get Segment by ID,"**The Segmentation V2 API is currently in private beta. If you'd like to be added to the beta, please fill out this [form]({https://docs.google.com/forms/d/e/1FAIpQLSd5zwC9dRk8lAp1oTWjdGc-aSY69flW_7wnutvKBhpUluSnfQ/viewform)**",1,False,200|400|500,datasets\openapi\sendgrid\openapi.json
sendgrid_PATCH_marketing_segments_2.0_segment_id,sendgrid,PATCH,/marketing/segments/2.0/{segment_id},PATCH_segments-segment_id,Update Segment,"**The Segmentation V2 API is currently in private beta. If you'd like to be added to the beta, please fill out this [form]({https://docs.google.com/forms/d/e/1FAIpQLSd5zwC9dRk8lAp1oTWjdGc-aSY69flW_7wnutvKBhpUluSnfQ/viewform)**

Segment `name` has to be unique. A user can not create a new segment with an existing segment name.",0,True,200|400|429|500,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_marketing_segments_delete,sendgrid,POST,/marketing/segments/delete,POST_marketing-segments-delete,Bulk Delete Segments,"This endpoint allows you to delete segments in bulk.

If the segments are used by automations or the segments do not exist in the database, the segment IDs that could not be deleted along with automation IDs that are associated to those segments will be returned.",0,True,200|202|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_marketing_segments_segment_id,sendgrid,DELETE,/marketing/segments/{segment_id},DELETE_marketing-segments-segment_id,Delete Segment,"**This endpoint allows you to delete a segment by `segment_id`.**

Note that deleting a segment does not delete the contacts associated with the segment by default. Contacts associated with a deleted segment will remain in your list of all contacts and any other segments they belong to.",0,False,202|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_segments_segment_id,sendgrid,GET,/marketing/segments/{segment_id},GET_marketing-segments-segment_id,Get Segment by ID,**This endpoint allows you to retrieve a single segment by ID.**,1,False,200|401|403|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_PATCH_marketing_segments_segment_id,sendgrid,PATCH,/marketing/segments/{segment_id},PATCH_marketing-segments-segment_id,Update Segment,"**This endpoint allows you to update a segment.**

Segment `name` needs to be unique. A user can not update a segment name to an existing one.",0,True,200|401|403|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_marketing_senders,sendgrid,POST,/marketing/senders,POST_marketing-senders,Create a Sender Identity,"**This endpoint allows you to create a new sender identity.**

*You may create up to 100 unique sender identities.*

Sender identities are required to be verified before use. If your domain has been authenticated, a new sender identity will auto verify on creation. Otherwise an email will be sent to the `from.email`.",1,True,201|401|403|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_marketing_singlesends,sendgrid,DELETE,/marketing/singlesends,DELETE_marketing-singlesends,Bulk Delete Single Sends,"**This endpoint allows you to delete multiple Single Sends using an array of Single Sends IDs.**

To first retrieve all your Single Sends' IDs, you can make a GET request to the `/marketing/singlensends` endpoint.

Please note that a DELETE request is permanent, and your Single Sends will not be recoverable after deletion.",1,False,204|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_singlesends,sendgrid,GET,/marketing/singlesends,GET_marketing-singlesends,Get All Single Sends,"**This endpoint allows you to retrieve all your Single Sends.**

Returns all of your Single Sends with condensed details about each, including the Single Sends' IDs. For more details about an individual Single Send, pass the Single Send's ID to the `/marketing/singlesends/{id}` endpoint.",2,False,200|500,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_marketing_singlesends,sendgrid,POST,/marketing/singlesends,POST_marketing-singlesends,Create Single Send,"**This endpoint allows you to create a new Single Send.**

Please note that if you are migrating from the previous version of Single Sends, you no longer need to pass a template ID with your request to this endpoint. Instead, you will pass all template data in the `email_config` object.",0,True,201|400|500,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_singlesends_categories,sendgrid,GET,/marketing/singlesends/categories,GET_marketing-singlesends-categories,Get All Categories,"**This endpoint allows you to retrieve all the categories associated with your Single Sends.**

This endpoint will return your latest 1,000 categories.",0,False,200|500,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_marketing_singlesends_search,sendgrid,POST,/marketing/singlesends/search,POST_marketing-singlesends-search,Get Single Sends Search,"**This endpoint allows you to search for Single Sends based on specified criteria.**

You can search for Single Sends by passing a combination of values using the `name`, `status`, and `categories` request body fields.

For example, if you want to search for all Single Sends that are ""drafts"" or ""scheduled"" and also associated with the category ""shoes,"" your request body may look like the example below.

```javascript
{
  ""status"": [
    ""draft"",
    ""scheduled""
  ],
  ""categories"": [
    ""shoes""
  ],
}
```",2,True,200|404,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_marketing_singlesends_id,sendgrid,DELETE,/marketing/singlesends/{id},DELETE_marketing-singlesends-id,Delete Single Send by ID,"**This endpoint allows you to delete one Single Send using a Single Send ID.**

To first retrieve all your Single Sends' IDs, you can make a GET request to the `/marketing/singlensends` endpoint.

Please note that a `DELETE` request is permanent, and your Single Send will not be recoverable after deletion.",0,False,204|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_singlesends_id,sendgrid,GET,/marketing/singlesends/{id},GET_marketing-singlesends-id,Get Single Send by ID,"**This endpoint allows you to retrieve details about one Single Send using a Single Send ID.**

You can retrieve all of your Single Sends by making a GET request to the `/marketing/singlesends` endpoint.",0,False,200|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_PATCH_marketing_singlesends_id,sendgrid,PATCH,/marketing/singlesends/{id},PATCH_marketing-singlesends-id,Update Single Send,"**This endpoint allows you to update a Single Send using a Single Send ID.**

You only need to pass the fields you want to update. Any blank/missing fields will remain unaltered.",0,True,202|400|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_marketing_singlesends_id,sendgrid,POST,/marketing/singlesends/{id},POST_marketing-singlesends-id,Duplicate Single Send,"**This endpoint allows you to duplicate an existing Single Send using its Single Send ID.**

Duplicating a Single Send is useful when you want to create a Single Send but don't want to start from scratch. Once duplicated, you can update or edit the Single Send by making a PATCH request to the `/marketing/singlesends/{id}` endpoint.
 
If you leave the `name` field blank, your duplicate will be assigned the name of the Single Send it was copied from with the text “Copy of ” prepended to it. The `name` field length is limited to 100 characters, so the end of the new Single Send name, including “Copy of ”, will be trimmed if the name exceeds this limit.",0,True,201|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_marketing_singlesends_id_schedule,sendgrid,DELETE,/marketing/singlesends/{id}/schedule,DELETE_marketing-singlesends-id-schedule,Delete Single Send Schedule,"**This endpoint allows you to cancel a scheduled Single Send using a Single Send ID.**

Making a DELETE request to this endpoint will cancel the scheduled sending of a Single Send. The request will not delete the Single Send itself. Deleting a Single Send can be done by passing a DELETE request to `/marketing/singlesends/{id}`.",0,False,200|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_PUT_marketing_singlesends_id_schedule,sendgrid,PUT,/marketing/singlesends/{id}/schedule,PUT_marketing-singlesends-id-schedule,Schedule Single Send,"**This endpoint allows you to schedule a Single Send for future delivery using a Single Send ID.**

To schedule a Single Send, you must pass a date string in ISO 8601 time format (yyyy-MM-ddTHH:mm:ssZ)  using the required `send_at` field. For example, the ISO 8601 format for 9:00 AM UTC on May 6, 2020 would be `2020-05-06T09:00:00Z`. You may also pass the string `""now""` to send the Single Send immediately.",0,True,201|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_stats_automations,sendgrid,GET,/marketing/stats/automations,getall-automation-stats,Get All Automation Stats,"**This endpoint allows you to retrieve stats for all your Automations.**

By default, all of your Automations will be returned, but you can specify a selection by passing in a comma-separated list of Automation IDs as the value of the query string parameter `automation_ids`.

Responses are paginated. You can limit the number of responses returned per batch using the `page_size` query string parameter. The default is 50, but you specify a value between 1 and 100.

You can retrieve a specific page of responses with the `page_token` query string parameter.",3,False,200|400,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_stats_automations_export,sendgrid,GET,/marketing/stats/automations/export,get-automations-stats-export,Export Automation Stats,"**This endpoint allows you to export Automation stats as CSV data**.

You can specify one Automation or many: include as many Automation IDs as you need, separating them with commas, as the value of the `ids` query string paramter.

The data is returned as plain text response but in CSV format, so your application making the call can present the information in whatever way is most appropriate, or just save the data as a `.csv` file.",2,False,200|400,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_stats_automations_id,sendgrid,GET,/marketing/stats/automations/{id},get-automation-stat,Get Automation Stats by ID,"**This endpoint allows you to retrieve stats for a single Automation using its ID.**

Multiple Automation IDs can be retrieved using the ""Get All Automation Stats"" endpoint. Once you have an ID, this endpoint will return detailed stats for the single automation specified.

You may constrain the stats returned using the `start_date` and `end_date` query string parameters. You can also use the `group_by` and `aggregated_by` query string parameters to further refine the stats returned.",8,False,200|400|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_stats_automations_id_links,sendgrid,GET,/marketing/stats/automations/{id}/links,get-automation-link-stat,Get Automation Click Tracking Stats by ID,"**This endpoint lets you retrieve click-tracking stats for a single Automation**.

The stats returned list the URLs embedded in your Automation and the number of clicks each one received.

Responses are paginated. You can limit the number of responses returned per batch using the `page_size` query string parameter. The default is 50, but you specify a value between 1 and 100.

You can retrieve a specific page of responses with the `page_token` query string parameter.",4,False,200|400|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_stats_singlesends,sendgrid,GET,/marketing/stats/singlesends,getall-singlesend-stats,Get All Single Sends Stats,"**This endpoint allows you to retrieve stats for all your Single Sends.**

By default, all of your Single Sends will be returned, but you can specify a selection by passing in a comma-separated list of Single Send IDs as the value of the query string parameter `singlesend_ids`.

Responses are paginated. You can limit the number of responses returned per batch using the `page_size` query string parameter. The default is 50, but you specify a value between 1 and 100.

You can retrieve a specific page of responses with the `page_token` query string parameter.",3,False,200|400,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_stats_singlesends_export,sendgrid,GET,/marketing/stats/singlesends/export,get-singlesend-stats-export,Export Single Send Stats,"**This endpoint allows you to export Single Send stats as .CSV data**.

You can specify one Single Send or many: include as many Single Send IDs as you need, separating them with commas, as the value of the `ids` query string paramter.

The data is returned as plain text response but in .CSV format, so your application making the call can present the information in whatever way is most appropriate, or just save the data as a .csv file.",2,False,200|400,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_stats_singlesends_id,sendgrid,GET,/marketing/stats/singlesends/{id},get-singlesend-stat,Get Single Send Stats by ID,"**This endpoint allows you to retrieve stats for an individual Single Send using a Single Send ID.**

Multiple Single Send IDs can be retrieved using the ""Get All Single Sends Stats"" endpoint. Once you have an ID, this endpoint will return detailed stats for the Single Send specified.

You may constrain the stats returned using the `start_date` and `end_date` query string parameters. You can also use the `group_by` and `aggregated_by` query string parameters to further refine the stats returned.",7,False,200|400|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_marketing_stats_singlesends_id_links,sendgrid,GET,/marketing/stats/singlesends/{id}/links,get-singlesend-link-stat,Get Single Send Click Tracking Stats by ID,"**This endpoint lets you retrieve click-tracking stats for one Single Send**.

The stats returned list the URLs embedded in the specified Single Send and the number of clicks each one received.

Responses are paginated. You can limit the number of responses returned per batch using the `page_size` query string parameter. The default is 50, but you specify a value between 1 and 100.

You can retrieve a specific page of responses with the `page_token` query string parameter.",5,False,200|400|404,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_marketing_test_send_email,sendgrid,POST,/marketing/test/send_email,POST_marketing-test-send_email,Send a Test Marketing Email,"**This endpoint allows you to send a test marketing email to a list of email addresses**.

Before sending a marketing message, you can test it using this endpoint. You may specify up to **10 contacts** in the `emails` request body field. You must also specify a `template_id` and include either a `from_address` or `sender_id`. You can manage your templates with the [Twilio SendGrid App](https://mc.sendgrid.com/dynamic-templates) or the [Transactional Templates API](https://sendgrid.api-docs.io/v3.0/transactional-templates).

> Please note that this endpoint works with Dynamic Transactional Templates only. Legacy Transactional Templates will not be delivered.

For more information about managing Dynamic Transactional Templates, see [How to Send Email with Dynamic Transactional Templates](https://sendgrid.com/docs/ui/sending-email/how-to-send-an-email-with-dynamic-transactional-templates/).

You can also test your Single Sends in the [Twilio SendGrid Marketing Campaigns UI](https://mc.sendgrid.com/single-sends).",0,True,202|400,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_messages,sendgrid,GET,/messages,GET-messages,Filter all messages,"This is **BETA** functionality. You may not have access, and we reserve the right to change functionality without notice.

Filter all messages to search your Email Activity. All queries need to be [URL encoded](https://meyerweb.com/eric/tools/dencoder/), and have this format:

`query={query_type}=""{query_content}""`

encoded, this would look like this:

`query=type%3D%22query_content%22`

for example:

Filter by a specific email - `query=to_email%3D%22example%40example.com%22`

Filter by subject line - `query=subject%3d%22A%20Great%20Subject%22`

**Full list of basic query types and examples:**


| **Filter query**    | **Unencoded Example** (put this one into the try it out query - it'll automatically encode it for you) | **Encoded Example** (use this one in your code)                        |
|-----------------|----------------------------------------------------------------------------------------------------------------------------|--------------------------------------------------------------------|
| msg_id          | msg_id=“filter0307p1las1-16816-5A023E36-1.0”                                                                               | msg_id%3D%22filter0307p1las1-16816-5A023E36-1.0%22           |
| from_email      | from_email=“testing@sendgrid.net”                                                                                          | from_email%3D%22testing%40sendgrid.net%22                    |
| subject         | subject=""This is a subject test""                                                                                      | subject%22This%20is%20a%20subject%20test%22                  |
| to_email        | to_email=""example@example.com""                                                                                       | to_email%3D%22example%40example.com%22                       |
| status          |                                                                                                                            | status%22processed%22                                        |
| template_id     |                                                                                                                            |                                                                    |
| asm_group_id    |                                                                                                                            |                                                                    |
| api_key_id      |                                                                                                                            |                                                                    |
| events          | status=""processed""                                                                                                   | status%3D%22processed%22                                     |
| originating_ip  |                                                                                                                            |                                                                    |
| categories      |                                                                                                                            |                                                                    |
| unique_args     |                                                                                                                            |                                                                    |
| outbound_ip     |                                                                                                                            |                                                                    |
| last_event_time | last_event_time=“2017-11-07T23:13:58Z”                                                                               | last_event_time%3D%E2%80%9C2017-11-07T23%3A13%3A58Z%E2%80%9D |
| clicks          | clicks=""0""                                                                                                           | clicks%3D%220%22                                             |

For information about building compound queries, and for the full query language functionality, see the [query language reference](https://docs.google.com/a/sendgrid.com/document/d/1fWoKTFNfg5UUsB6t9KuIcSo9CetKF_T0bGfWJ_gdPCs/edit?usp=sharing).

Coming soon, example compound queries: limit + to email + date",5,False,200|400|429,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_messages_download,sendgrid,POST,/messages/download,POST_v3-messages-download,Request CSV,"This is BETA functionality. You may not have access, and we reserve the right to change functionality without notice.

This request will kick off a backend process to generate a CSV file. Once generated, the worker will then send an email for the user download the file. The link will expire in 3 days.

The CSV fill contain the last 1 million messages. This endpoint will be rate limited to 1 request every 12 hours (rate limit may change).

This endpoint is similar to the GET Single Message endpoint - the only difference is that /download is added to indicate that this is a CSV download requests but the same query is used to determine what the CSV should contain.",2,False,202|400|429|500,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_messages_download_download_uuid,sendgrid,GET,/messages/download/{download_uuid},GET_v3-messages-download-download_uuid,Download CSV,"**This endpoint will return a presigned URL that can be used to download the CSV that was requested from the ""Request a CSV"" endpoint.**",1,False,200|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_messages_msg_id,sendgrid,GET,/messages/{msg_id},GET-v3-messages-msg_id,Filter messages by message ID,"This is BETA functionality. You may not have access, and we reserve the right to change functionality without notice.

Get all of the details about the specified message.",1,False,200|400|404|429,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_partner_settings,sendgrid,GET,/partner_settings,GET_partner_settings,Returns a list of all partner settings.,"**This endpoint allows you to retrieve a list of all partner settings that you can enable.**

Our partner settings allow you to integrate your SendGrid account with our partners to increase your SendGrid experience and functionality. For more information about our partners, and how you can begin integrating with them, please visit our [Partners documentation](https://sendgrid.com/docs/ui/account-and-settings/partners/).",3,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_partner_settings_new_relic,sendgrid,GET,/partner_settings/new_relic,GET_partner_settings-new_relic,Returns all New Relic partner settings.,"**This endpoint allows you to retrieve your current New Relic partner settings.**

Our partner settings allow you to integrate your SendGrid account with our partners to increase your SendGrid experience and functionality. For more information about our partners, and how you can begin integrating with them, please visit our [Partners documentation](https://sendgrid.com/docs/ui/account-and-settings/partners/).

By integrating with New Relic, you can send your SendGrid email statistics to your New Relic Dashboard. If you enable this setting, your stats will be sent to New Relic every 5 minutes. You will need your New Relic License Key to enable this setting. For more information, please see our [SendGrid for New Relic documentation](https://sendgrid.com/docs/ui/analytics-and-reporting/tracking-stats-using-new-relic/).",1,False,200,datasets\openapi\sendgrid\openapi.json
